,date,Country,Businesses_R&D expenditure,Businesses_product development,Consulting Firms_innovation management,Consulting Firms_innovation strategy,Government agencies_government grants,Government agencies_research funding,Innovation Hubs_startup incubation,Innovation Hubs_technology park,Patent Attorneys_patent attorney,Patent Attorneys_patent registration,R&D Employees_R&D jobs,Research Institutions_collaboration with industry,Research Institutions_research grant,Tax Authorities_R&D tax credit,VCs_VC investment,VCs_startup funding,Year,Month,Businesses_R&D expenditure_mean_YTD,Businesses_product development_mean_YTD,Consulting Firms_innovation management_mean_YTD,Consulting Firms_innovation strategy_mean_YTD,Government agencies_government grants_mean_YTD,Government agencies_research funding_mean_YTD,Innovation Hubs_startup incubation_mean_YTD,Innovation Hubs_technology park_mean_YTD,Patent Attorneys_patent attorney_mean_YTD,Patent Attorneys_patent registration_mean_YTD,R&D Employees_R&D jobs_mean_YTD,Research Institutions_collaboration with industry_mean_YTD,Research Institutions_research grant_mean_YTD,Tax Authorities_R&D tax credit_mean_YTD,VCs_VC investment_mean_YTD,VCs_startup funding_mean_YTD
1398,2018-07-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,23.0,2018,7,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.3333333333333333,3.3333333333333335,0.0,11.166666666666666
1397,2018-07-01,JP,,0.0,0.0,0.0,,23.0,,0.0,5.0,,,,0.0,,,3.0,2018,7,,0.0,0.0,0.0,,10.5,,24.833333333333332,4.166666666666667,,,,0.0,,,0.5
1396,2018-07-01,GB,39.0,20.0,53.0,48.0,0.0,0.0,,34.0,25.0,4.0,,,0.0,0.0,14.0,0.0,2018,7,46.5,25.833333333333332,63.333333333333336,52.5,0.0,0.0,,33.5,24.5,4.166666666666667,,,0.0,0.0,9.833333333333334,0.0
1395,2018-07-01,DE,,56.0,38.0,12.0,0.0,8.0,,0.0,4.0,,0.0,,2.0,,0.0,9.0,2018,7,,67.33333333333333,34.166666666666664,13.0,27.0,9.0,,0.0,8.5,,27.833333333333332,,4.666666666666667,,0.0,6.166666666666667
1393,2018-07-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2018,7,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1392,2018-07-01,CA,,0.0,,,16.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,30.0,0.0,2018,7,,0.0,,,20.333333333333332,0.0,,0.0,0.0,3.5,0.0,,,1.6666666666666667,32.0,0.0
1394,2018-07-01,CN,,11.0,0.0,0.0,,,,,,,,,,,,,2018,7,,13.166666666666666,18.833333333333332,4.0,,,,,,,,,,,,
1400,2018-08-01,CA,,0.0,,,15.0,0.0,,0.0,0.0,5.0,0.0,,,0.0,50.0,0.0,2018,8,,0.0,,,19.714285714285715,0.0,,0.0,0.0,3.0,0.0,,,1.4285714285714286,31.714285714285715,0.0
1401,2018-08-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2018,8,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1402,2018-08-01,CN,,32.0,16.0,0.0,,,,,,,,,,,,,2018,8,,12.857142857142858,16.142857142857142,3.4285714285714284,,,,,,,,,,,,
1403,2018-08-01,DE,,62.0,22.0,9.0,0.0,5.0,,0.0,10.0,,29.0,,1.0,,0.0,0.0,2018,8,,65.71428571428571,34.714285714285715,12.857142857142858,23.142857142857142,8.857142857142858,,0.0,7.857142857142857,,23.857142857142858,,4.285714285714286,,0.0,6.571428571428571
1404,2018-08-01,GB,35.0,21.0,45.0,29.0,0.0,0.0,,31.0,23.0,4.0,,,0.0,0.0,6.0,0.0,2018,8,45.42857142857143,25.0,61.857142857142854,51.857142857142854,0.0,0.0,,33.57142857142857,24.571428571428573,4.142857142857143,,,0.0,0.0,10.428571428571429,0.0
1405,2018-08-01,JP,,0.0,0.0,0.0,,97.0,,14.0,2.0,,,,0.0,,,0.0,2018,8,,0.0,0.0,0.0,,12.285714285714286,,21.285714285714285,4.285714285714286,,,,0.0,,,0.8571428571428571
1406,2018-08-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,2018,8,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.2857142857142857,2.857142857142857,0.0,12.857142857142858
1407,2018-08-01,US,0.0,34.0,65.0,24.0,4.0,0.0,23.0,0.0,32.0,7.0,32.0,0.0,22.0,33.0,40.0,0.0,2018,8,0.0,41.285714285714285,74.42857142857143,32.0,5.571428571428571,0.0,5.285714285714286,0.0,31.0,7.714285714285714,35.285714285714285,10.285714285714286,25.0,31.285714285714285,41.57142857142857,0.0
1413,2018-09-01,JP,,0.0,0.0,0.0,,35.0,,10.0,6.0,,,,0.0,,,4.0,2018,9,,0.0,0.0,0.0,,22.875,,20.375,4.0,,,,0.0,,,0.75
1415,2018-09-01,US,0.0,45.0,83.0,35.0,6.0,0.0,0.0,0.0,27.0,7.0,27.0,10.0,25.0,26.0,35.0,0.0,2018,9,0.0,40.375,73.25,31.0,5.375,0.0,7.5,0.0,31.125,7.625,34.875,9.0,24.625,31.5,41.375,0.0
1414,2018-09-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2018,9,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.375,2.5,0.0,11.25
1412,2018-09-01,GB,21.0,24.0,44.0,48.0,0.0,0.0,,37.0,29.0,7.0,,,0.0,0.0,14.0,0.0,2018,9,44.125,24.5,59.75,49.0,0.0,0.0,,33.25,24.375,4.125,,,0.0,0.0,9.875,0.0
1410,2018-09-01,CN,,29.0,0.0,71.0,,,,,,,,,,,,,2018,9,,15.25,16.125,3.0,,,,,,,,,,,,
1411,2018-09-01,DE,,74.0,38.0,7.0,0.0,6.0,,0.0,11.0,,12.0,,0.0,,0.0,0.0,2018,9,,65.25,33.125,12.375,20.25,8.375,,0.0,8.125,,24.5,,3.875,,0.0,5.75
1409,2018-09-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2018,9,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1408,2018-09-01,CA,,0.0,,,15.0,0.0,,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,2018,9,,0.0,,,19.125,0.0,,0.0,0.0,3.25,0.0,,,1.25,34.0,0.0
1416,2018-10-01,CA,,0.0,,,15.0,0.0,,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,2018,10,,0.0,,,18.666666666666668,0.0,,0.0,0.0,3.3333333333333335,0.0,,,1.1111111111111112,30.22222222222222,0.0
1417,2018-10-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2018,10,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1418,2018-10-01,CN,,15.0,0.0,32.0,,,,,,,,,,,,,2018,10,,16.77777777777778,14.333333333333334,10.555555555555555,,,,,,,,,,,,
1419,2018-10-01,DE,,61.0,34.0,14.0,0.0,10.0,,0.0,9.0,,0.0,,6.0,,0.0,11.0,2018,10,,66.22222222222223,33.666666666666664,11.777777777777779,18.0,8.11111111111111,,0.0,8.444444444444445,,23.11111111111111,,3.4444444444444446,,0.0,5.111111111111111
1420,2018-10-01,GB,57.0,27.0,65.0,51.0,0.0,0.0,,33.0,41.0,0.0,,,0.0,0.0,12.0,0.0,2018,10,41.55555555555556,24.444444444444443,58.0,48.888888888888886,0.0,0.0,,33.666666666666664,24.88888888888889,4.444444444444445,,,0.0,0.0,10.333333333333334,0.0
1421,2018-10-01,JP,,0.0,0.0,0.0,,29.0,,24.0,2.0,,,,0.0,,,0.0,2018,10,,0.0,0.0,0.0,,24.22222222222222,,19.22222222222222,4.222222222222222,,,,0.0,,,1.1111111111111112
1422,2018-10-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,3.0,0.0,0.0,0.0,2018,10,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.3333333333333333,2.2222222222222223,0.0,10.0
1423,2018-10-01,US,0.0,48.0,84.0,37.0,6.0,0.0,0.0,0.0,28.0,7.0,34.0,11.0,31.0,30.0,38.0,0.0,2018,10,0.0,40.888888888888886,74.33333333333333,31.444444444444443,5.444444444444445,0.0,6.666666666666667,0.0,30.666666666666668,7.555555555555555,34.0,9.11111111111111,24.666666666666668,30.88888888888889,40.666666666666664,0.0
1431,2018-11-01,US,0.0,41.0,60.0,56.0,4.0,0.0,22.0,0.0,25.0,6.0,38.0,0.0,24.0,25.0,42.0,0.0,2018,11,0.0,41.6,75.3,32.0,5.5,0.0,6.0,0.0,30.4,7.5,34.0,9.3,25.3,30.8,40.4,0.0
1430,2018-11-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2018,11,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.6,2.0,0.0,9.0
1429,2018-11-01,JP,,0.0,0.0,0.0,,42.0,,0.0,11.0,,,,0.0,,,0.0,2018,11,,0.0,0.0,0.0,,24.7,,19.7,4.0,,,,0.0,,,1.0
1428,2018-11-01,GB,55.0,25.0,62.0,68.0,0.0,0.0,,30.0,26.0,6.0,,,0.0,0.0,9.0,0.0,2018,11,43.1,24.7,58.7,49.1,0.0,0.0,,33.6,26.5,4.0,,,0.0,0.0,10.5,0.0
1426,2018-11-01,CN,,14.0,0.0,0.0,,,,,,,,,,,,,2018,11,,16.6,12.9,12.7,,,,,,,,,,,,
1425,2018-11-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2018,11,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1424,2018-11-01,CA,,0.0,,,18.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,46.0,0.0,2018,11,,0.0,,,18.3,0.0,,0.0,0.0,3.3,0.0,,,1.0,27.2,0.0
1427,2018-11-01,DE,,74.0,35.0,13.0,0.0,12.0,,0.0,8.0,,0.0,,4.0,,0.0,4.0,2018,11,,65.7,33.7,12.0,16.2,8.3,,0.0,8.5,,20.8,,3.7,,0.0,5.7
1432,2018-12-01,CA,,0.0,,,12.0,0.0,,0.0,0.0,5.0,0.0,,,2.0,0.0,0.0,2018,12,,0.0,,,18.272727272727273,0.0,,0.0,0.0,3.0,0.0,,,0.9090909090909091,28.90909090909091,0.0
1433,2018-12-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2018,12,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1434,2018-12-01,CN,,28.0,18.0,0.0,,,,,,,,,,,,,2018,12,,16.363636363636363,11.727272727272727,11.545454545454545,,,,,,,,,,,,
1435,2018-12-01,DE,,50.0,27.0,10.0,35.0,2.0,,0.0,4.0,,14.0,,3.0,,0.0,10.0,2018,12,,66.45454545454545,33.81818181818182,12.090909090909092,14.727272727272727,8.636363636363637,,0.0,8.454545454545455,,18.90909090909091,,3.727272727272727,,0.0,5.545454545454546
1436,2018-12-01,GB,0.0,19.0,33.0,38.0,0.0,0.0,,22.0,24.0,4.0,,,0.0,0.0,8.0,0.0,2018,12,44.18181818181818,24.727272727272727,59.0,50.81818181818182,0.0,0.0,,33.27272727272727,26.454545454545453,4.181818181818182,,,0.0,0.0,10.363636363636363,0.0
1437,2018-12-01,JP,,0.0,0.0,0.0,,44.0,,0.0,3.0,,,,0.0,,,2.0,2018,12,,0.0,0.0,0.0,,26.272727272727273,,17.90909090909091,4.636363636363637,,,,0.0,,,0.9090909090909091
1438,2018-12-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,2018,12,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.5454545454545454,1.8181818181818181,0.0,8.181818181818182
1439,2018-12-01,US,0.0,30.0,48.0,33.0,4.0,0.0,15.0,0.0,21.0,5.0,36.0,0.0,18.0,19.0,32.0,0.0,2018,12,0.0,41.54545454545455,73.9090909090909,34.18181818181818,5.363636363636363,0.0,7.454545454545454,0.0,29.90909090909091,7.363636363636363,34.36363636363637,8.454545454545455,25.181818181818183,30.272727272727273,40.54545454545455,0.0
1445,2019-01-01,JP,,0.0,0.0,0.0,,24.0,,0.0,0.0,,,,0.0,,,0.0,2019,1,,,,,,,,,,,,,,,,
1447,2019-01-01,US,0.0,38.0,63.0,37.0,5.0,0.0,0.0,0.0,28.0,9.0,40.0,0.0,24.0,29.0,51.0,0.0,2019,1,,,,,,,,,,,,,,,,
1446,2019-01-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,23.0,2019,1,,,,,,,,,,,,,,,,
1444,2019-01-01,GB,32.0,26.0,50.0,50.0,0.0,0.0,,32.0,25.0,5.0,,,0.0,0.0,5.0,0.0,2019,1,,,,,,,,,,,,,,,,
1440,2019-01-01,CA,,0.0,,,17.0,0.0,,0.0,0.0,0.0,0.0,,,6.0,0.0,0.0,2019,1,,,,,,,,,,,,,,,,
1442,2019-01-01,CN,,9.0,0.0,0.0,,,,,,,,,,,,,2019,1,,,,,,,,,,,,,,,,
1441,2019-01-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,1,,,,,,,,,,,,,,,,
1443,2019-01-01,DE,,61.0,33.0,11.0,87.0,7.0,,0.0,2.0,,51.0,,8.0,,0.0,11.0,2019,1,,,,,,,,,,,,,,,,
1448,2019-02-01,CA,,0.0,,,19.0,0.0,,0.0,0.0,3.0,0.0,,,0.0,46.0,0.0,2019,2,,0.0,,,17.0,0.0,,0.0,0.0,0.0,0.0,,,6.0,0.0,0.0
1449,2019-02-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,2,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1450,2019-02-01,CN,,37.0,50.0,0.0,,,,,,,,,,,,,2019,2,,9.0,0.0,0.0,,,,,,,,,,,,
1451,2019-02-01,DE,,76.0,36.0,15.0,32.0,12.0,,0.0,8.0,,37.0,,4.0,,0.0,7.0,2019,2,,61.0,33.0,11.0,87.0,7.0,,0.0,2.0,,51.0,,8.0,,0.0,11.0
1452,2019-02-01,GB,35.0,29.0,58.0,46.0,0.0,0.0,,37.0,22.0,3.0,,,0.0,0.0,15.0,0.0,2019,2,32.0,26.0,50.0,50.0,0.0,0.0,,32.0,25.0,5.0,,,0.0,0.0,5.0,0.0
1453,2019-02-01,JP,,0.0,0.0,0.0,,23.0,,0.0,2.0,,,,0.0,,,0.0,2019,2,,0.0,0.0,0.0,,24.0,,0.0,0.0,,,,0.0,,,0.0
1454,2019-02-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2019,2,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,23.0
1455,2019-02-01,US,0.0,47.0,71.0,39.0,5.0,0.0,0.0,0.0,27.0,10.0,42.0,6.0,27.0,37.0,51.0,0.0,2019,2,0.0,38.0,63.0,37.0,5.0,0.0,0.0,0.0,28.0,9.0,40.0,0.0,24.0,29.0,51.0,0.0
1463,2019-03-01,US,0.0,43.0,62.0,28.0,5.0,0.0,0.0,0.0,30.0,6.0,34.0,19.0,26.0,37.0,48.0,0.0,2019,3,0.0,42.5,67.0,38.0,5.0,0.0,0.0,0.0,27.5,9.5,41.0,3.0,25.5,33.0,51.0,0.0
1462,2019-03-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2019,3,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.5,0.0,0.0,11.5
1461,2019-03-01,JP,,0.0,0.0,0.0,,36.0,,0.0,3.0,,,,0.0,,,0.0,2019,3,,0.0,0.0,0.0,,23.5,,0.0,1.0,,,,0.0,,,0.0
1460,2019-03-01,GB,21.0,27.0,53.0,69.0,0.0,0.0,,31.0,22.0,0.0,,,0.0,0.0,13.0,0.0,2019,3,33.5,27.5,54.0,48.0,0.0,0.0,,34.5,23.5,4.0,,,0.0,0.0,10.0,0.0
1456,2019-03-01,CA,,0.0,,,16.0,0.0,,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,2019,3,,0.0,,,18.0,0.0,,0.0,0.0,1.5,0.0,,,3.0,23.0,0.0
1458,2019-03-01,CN,,13.0,28.0,0.0,,,,,,,,,,,,,2019,3,,23.0,25.0,0.0,,,,,,,,,,,,
1457,2019-03-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,3,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1459,2019-03-01,DE,,70.0,24.0,8.0,92.0,14.0,,0.0,6.0,,0.0,,3.0,,0.0,13.0,2019,3,,68.5,34.5,13.0,59.5,9.5,,0.0,5.0,,44.0,,6.0,,0.0,9.0
1469,2019-04-01,JP,,0.0,0.0,0.0,,0.0,,10.0,0.0,,,,0.0,,,0.0,2019,4,,0.0,0.0,0.0,,27.666666666666668,,0.0,1.6666666666666667,,,,0.0,,,0.0
1471,2019-04-01,US,0.0,48.0,72.0,33.0,5.0,0.0,0.0,0.0,28.0,6.0,30.0,5.0,27.0,28.0,53.0,0.0,2019,4,0.0,42.666666666666664,65.33333333333333,34.666666666666664,5.0,0.0,0.0,0.0,28.333333333333332,8.333333333333334,38.666666666666664,8.333333333333334,25.666666666666668,34.333333333333336,50.0,0.0
1470,2019-04-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,2.0,0.0,0.0,0.0,2019,4,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.3333333333333333,0.0,0.0,7.666666666666667
1468,2019-04-01,GB,34.0,24.0,48.0,39.0,0.0,0.0,,33.0,20.0,3.0,,,0.0,0.0,18.0,0.0,2019,4,29.333333333333332,27.333333333333332,53.666666666666664,55.0,0.0,0.0,,33.333333333333336,23.0,2.6666666666666665,,,0.0,0.0,11.0,0.0
1467,2019-04-01,DE,,83.0,32.0,16.0,22.0,7.0,,0.0,5.0,,16.0,,2.0,,0.0,5.0,2019,4,,69.0,31.0,11.333333333333334,70.33333333333333,11.0,,0.0,5.333333333333333,,29.333333333333332,,5.0,,0.0,10.333333333333334
1466,2019-04-01,CN,,0.0,15.0,0.0,,,,,,,,,,,,,2019,4,,19.666666666666668,26.0,0.0,,,,,,,,,,,,
1465,2019-04-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,4,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1464,2019-04-01,CA,,0.0,,,17.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2019,4,,0.0,,,17.333333333333332,0.0,,0.0,0.0,1.0,0.0,,,3.3333333333333335,15.333333333333334,0.0
1477,2019-05-01,JP,,0.0,0.0,0.0,,38.0,,20.0,2.0,,,,0.0,,,3.0,2019,5,,0.0,0.0,0.0,,20.75,,2.5,1.25,,,,0.0,,,0.0
1478,2019-05-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,2.0,22.0,0.0,0.0,2019,5,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.75,0.0,0.0,5.75
1479,2019-05-01,US,0.0,36.0,62.0,26.0,5.0,0.0,22.0,0.0,30.0,6.0,30.0,12.0,22.0,23.0,39.0,0.0,2019,5,0.0,44.0,67.0,34.25,5.0,0.0,0.0,0.0,28.25,7.75,36.5,7.5,26.0,32.75,50.75,0.0
1476,2019-05-01,GB,43.0,27.0,63.0,59.0,0.0,0.0,,28.0,21.0,7.0,,,0.0,0.0,16.0,0.0,2019,5,30.5,26.5,52.25,51.0,0.0,0.0,,33.25,22.25,2.75,,,0.0,0.0,12.75,0.0
1472,2019-05-01,CA,,0.0,,,14.0,0.0,,0.0,0.0,2.0,0.0,,,2.0,21.0,0.0,2019,5,,0.0,,,17.25,0.0,,0.0,0.0,0.75,0.0,,,2.5,11.5,0.0
1474,2019-05-01,CN,,30.0,21.0,25.0,,,,,,,,,,,,,2019,5,,14.75,23.25,0.0,,,,,,,,,,,,
1475,2019-05-01,DE,,75.0,28.0,7.0,0.0,9.0,,0.0,6.0,,0.0,,4.0,,0.0,5.0,2019,5,,72.5,31.25,12.5,58.25,10.0,,0.0,5.25,,26.0,,4.25,,0.0,9.0
1473,2019-05-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,5,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1480,2019-06-01,CA,,0.0,,,13.0,0.0,,0.0,0.0,2.0,0.0,,,3.0,52.0,0.0,2019,6,,0.0,,,16.6,0.0,,0.0,0.0,1.0,0.0,,,2.4,13.4,0.0
1481,2019-06-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,6,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1482,2019-06-01,CN,,10.0,37.0,0.0,,,,,,,,,,,,,2019,6,,17.8,22.8,5.0,,,,,,,,,,,,
1483,2019-06-01,DE,,79.0,30.0,9.0,23.0,10.0,,0.0,5.0,,14.0,,2.0,,0.0,6.0,2019,6,,73.0,30.6,11.4,46.6,9.8,,0.0,5.4,,20.8,,4.2,,0.0,8.2
1484,2019-06-01,GB,0.0,22.0,46.0,38.0,0.0,0.0,,32.0,23.0,3.0,,,0.0,0.0,11.0,0.0,2019,6,33.0,26.6,54.4,52.6,0.0,0.0,,32.2,22.0,3.6,,,0.0,0.0,13.4,0.0
1485,2019-06-01,JP,,0.0,0.0,0.0,,32.0,,34.0,6.0,,,,0.0,,,0.0,2019,6,,0.0,0.0,0.0,,24.2,,6.0,1.4,,,,0.0,,,0.6
1486,2019-06-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2019,6,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,4.4,0.0,4.6
1487,2019-06-01,US,0.0,34.0,51.0,25.0,4.0,0.0,0.0,0.0,30.0,5.0,30.0,10.0,20.0,31.0,52.0,0.0,2019,6,0.0,42.4,66.0,32.6,5.0,0.0,4.4,0.0,28.6,7.4,35.2,8.4,25.2,30.8,48.4,0.0
1489,2019-07-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,7,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1495,2019-07-01,US,0.0,33.0,64.0,26.0,4.0,0.0,0.0,0.0,25.0,8.0,17.0,29.0,19.0,31.0,38.0,0.0,2019,7,0.0,41.0,63.5,31.333333333333332,4.833333333333333,0.0,3.6666666666666665,0.0,28.833333333333332,7.0,34.333333333333336,8.666666666666666,24.333333333333332,30.833333333333332,49.0,0.0
1494,2019-07-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,22.0,0.0,0.0,2019,7,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.8333333333333334,3.6666666666666665,0.0,3.8333333333333335
1493,2019-07-01,JP,,0.0,0.0,0.0,,32.0,,0.0,4.0,,,,0.0,,,0.0,2019,7,,0.0,0.0,0.0,,25.5,,10.666666666666666,2.1666666666666665,,,,0.0,,,0.5
1488,2019-07-01,CA,,0.0,,,14.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2019,7,,0.0,,,16.0,0.0,,0.0,0.0,1.1666666666666667,0.0,,,2.5,19.833333333333332,0.0
1491,2019-07-01,DE,,80.0,31.0,11.0,0.0,9.0,,0.0,8.0,,0.0,,5.0,,0.0,11.0,2019,7,,74.0,30.5,11.0,42.666666666666664,9.833333333333334,,0.0,5.333333333333333,,19.666666666666668,,3.8333333333333335,,0.0,7.833333333333333
1490,2019-07-01,CN,,18.0,0.0,0.0,,,,,,,,,,,,,2019,7,,16.5,25.166666666666668,4.166666666666667,,,,,,,,,,,,
1492,2019-07-01,GB,38.0,22.0,44.0,38.0,0.0,0.0,,32.0,24.0,3.0,,,0.0,0.0,21.0,0.0,2019,7,27.5,25.833333333333332,53.0,50.166666666666664,0.0,0.0,,32.166666666666664,22.166666666666668,3.5,,,0.0,0.0,13.0,0.0
1500,2019-08-01,GB,29.0,18.0,48.0,45.0,0.0,0.0,,29.0,20.0,0.0,,,0.0,0.0,16.0,0.0,2019,8,29.0,25.285714285714285,51.714285714285715,48.42857142857143,0.0,0.0,,32.142857142857146,22.428571428571427,3.4285714285714284,,,0.0,0.0,14.142857142857142,0.0
1502,2019-08-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,33.0,2019,8,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.8571428571428571,6.285714285714286,0.0,3.2857142857142856
1501,2019-08-01,JP,,0.0,0.0,0.0,,0.0,,0.0,2.0,,,,0.0,,,0.0,2019,8,,0.0,0.0,0.0,,26.428571428571427,,9.142857142857142,2.4285714285714284,,,,0.0,,,0.42857142857142855
1503,2019-08-01,US,0.0,33.0,58.0,23.0,4.0,0.0,0.0,0.0,28.0,8.0,32.0,12.0,20.0,31.0,37.0,0.0,2019,8,0.0,39.857142857142854,63.57142857142857,30.571428571428573,4.714285714285714,0.0,3.142857142857143,0.0,28.285714285714285,7.142857142857143,31.857142857142858,11.571428571428571,23.571428571428573,30.857142857142858,47.42857142857143,0.0
1499,2019-08-01,DE,,68.0,32.0,7.0,0.0,11.0,,0.0,9.0,,29.0,,0.0,,0.0,0.0,2019,8,,74.85714285714286,30.571428571428573,11.0,36.57142857142857,9.714285714285714,,0.0,5.714285714285714,,16.857142857142858,,4.0,,0.0,8.285714285714286
1497,2019-08-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,8,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1496,2019-08-01,CA,,0.0,,,15.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,46.0,0.0,2019,8,,0.0,,,15.714285714285714,0.0,,0.0,0.0,1.0,0.0,,,2.142857142857143,17.0,0.0
1498,2019-08-01,CN,,0.0,41.0,0.0,,,,,,,,,,,,,2019,8,,16.714285714285715,21.571428571428573,3.5714285714285716,,,,,,,,,,,,
1510,2019-09-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2019,9,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.875,5.5,0.0,7.0
1509,2019-09-01,JP,,0.0,0.0,0.0,,21.0,,9.0,0.0,,,,0.0,,,3.0,2019,9,,0.0,0.0,0.0,,23.125,,8.0,2.375,,,,0.0,,,0.375
1508,2019-09-01,GB,85.0,25.0,50.0,44.0,0.0,0.0,,34.0,26.0,0.0,,,0.0,0.0,11.0,0.0,2019,9,29.0,24.375,51.25,48.0,0.0,0.0,,31.75,22.125,3.0,,,0.0,0.0,14.375,0.0
1511,2019-09-01,US,0.0,43.0,74.0,37.0,6.0,0.0,0.0,0.0,26.0,7.0,32.0,10.0,27.0,39.0,36.0,0.0,2019,9,0.0,39.0,62.875,29.625,4.625,0.0,2.75,0.0,28.25,7.25,31.875,11.625,23.125,30.875,46.125,0.0
1506,2019-09-01,CN,,17.0,70.0,0.0,,,,,,,,,,,,,2019,9,,14.625,24.0,3.125,,,,,,,,,,,,
1505,2019-09-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,9,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1504,2019-09-01,CA,,0.0,,,18.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,2019,9,,0.0,,,15.625,0.0,,0.0,0.0,0.875,0.0,,,1.875,20.625,0.0
1507,2019-09-01,DE,,70.0,25.0,10.0,30.0,8.0,,0.0,15.0,,12.0,,5.0,,0.0,13.0,2019,9,,74.0,30.75,10.5,32.0,9.875,,0.0,6.125,,18.375,,3.5,,0.0,7.25
1512,2019-10-01,CA,,0.0,,,14.0,0.0,,0.0,0.0,4.0,0.0,,,3.0,63.0,0.0,2019,10,,0.0,,,15.88888888888889,0.0,,0.0,0.0,0.7777777777777778,0.0,,,1.8888888888888888,18.333333333333332,0.0
1513,2019-10-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,10,,0.0,,0.0,,,,,0.0,,,,0.0,,,
