date,US_Expense,US_Business,US_Cost,US_Tax,US_Investment,US_Credit,US_Technology,US_Economy,US_Innovation,US_Income,US_Salary,US_Manufacturing,US_Loan,US_Investor,US_Business_loan,US_Investment_fund,US_Investment_banking,US_Tax_credit,US_Research_&_Experimentation_Tax_Credit,US_Stock,US_Small_Business_Innovation_Research,US_Income_statement,US_Budget,US_Education,US_Medicine,US_Scholarship,US_Collaboration,US_Data,US_Health,US_Disease,US_Job,US_Career,US_Laboratory,US_Wage,US_Tax_deduction,US_Tax_report,US_Research_and_Development_Tax_Credit,US_Tax_incentive,US_Innovation_management,US_Entrepreneurship,US_Patent,US_Trademark,US_Patent_application,US_Law,US_Patent_office,US_Invention,US_Law_firm,US_Trademark_attorney,US_Patent_infringement,US_Capitalization,US_Energy,US_Business_model,US_Subsidy,US_Sustainability,US_Semiconductor,US_Investment_management,US_Employment,CN_Expense,CN_Business,CN_Cost,CN_Tax,CN_Investment,CN_Credit,CN_Technology,CN_Economy,CN_Innovation,CN_Income,CN_Salary,CN_Manufacturing,CN_Loan,CN_Investor,CN_Business_loan,CN_Investment_fund,CN_Investment_banking,CN_Tax_credit,CN_Stock,CN_Small_Business_Innovation_Research,CN_Income_statement,CN_Budget,CN_Education,CN_Medicine,CN_Scholarship,CN_Collaboration,CN_Data,CN_Health,CN_Disease,CN_Job,CN_Career,CN_Laboratory,CN_Wage,CN_Tax_deduction,CN_Tax_report,CN_Tax_incentive,CN_Innovation_management,CN_Entrepreneurship,CN_Patent,CN_Trademark,CN_Patent_application,CN_Law,CN_Patent_office,CN_Invention,CN_Law_firm,CN_Patent_infringement,CN_Capitalization,CN_Energy,CN_Business_model,CN_Subsidy,CN_Sustainability,CN_Semiconductor,CN_Investment_management,CN_Employment,JP_Expense,JP_Business,JP_Cost,JP_Tax,JP_Investment,JP_Credit,JP_Technology,JP_Economy,JP_Innovation,JP_Income,JP_Salary,JP_Manufacturing,JP_Loan,JP_Investor,JP_Business_loan,JP_Investment_fund,JP_Investment_banking,JP_Tax_credit,JP_Stock,JP_Small_Business_Innovation_Research,JP_Income_statement,JP_Budget,JP_Education,JP_Medicine,JP_Scholarship,JP_Collaboration,JP_Data,JP_Health,JP_Disease,JP_Job,JP_Career,JP_Laboratory,JP_Wage,JP_Tax_deduction,JP_Tax_report,JP_Tax_incentive,JP_Innovation_management,JP_Entrepreneurship,JP_Patent,JP_Trademark,JP_Patent_application,JP_Law,JP_Patent_office,JP_Invention,JP_Law_firm,JP_Trademark_attorney,JP_Patent_infringement,JP_Capitalization,JP_Energy,JP_Business_model,JP_Subsidy,JP_Sustainability,JP_Semiconductor,JP_Investment_management,JP_Employment,DE_Expense,DE_Business,DE_Cost,DE_Tax,DE_Investment,DE_Credit,DE_Technology,DE_Economy,DE_Innovation,DE_Income,DE_Salary,DE_Manufacturing,DE_Loan,DE_Investor,DE_Business_loan,DE_Investment_fund,DE_Investment_banking,DE_Tax_credit,DE_Research_&_Experimentation_Tax_Credit,DE_Stock,DE_Small_Business_Innovation_Research,DE_Income_statement,DE_Budget,DE_Medicine,DE_Scholarship,DE_Collaboration,DE_Data,DE_Health,DE_Disease,DE_Job,DE_Career,DE_Laboratory,DE_Wage,DE_Tax_deduction,DE_Tax_report,DE_Research_and_Development_Tax_Credit,DE_Tax_incentive,DE_Innovation_management,DE_Entrepreneurship,DE_Patent,DE_Trademark,DE_Patent_application,DE_Law,DE_Patent_office,DE_Invention,DE_Law_firm,DE_Trademark_attorney,DE_Patent_infringement,DE_Capitalization,DE_Energy,DE_Business_model,DE_Subsidy,DE_Sustainability,DE_Semiconductor,DE_Investment_management,DE_Employment,KR_Expense,KR_Business,KR_Cost,KR_Tax,KR_Investment,KR_Credit,KR_Technology,KR_Economy,KR_Innovation,KR_Income,KR_Salary,KR_Manufacturing,KR_Loan,KR_Investor,KR_Business_loan,KR_Investment_fund,KR_Investment_banking,KR_Tax_credit,KR_Research_&_Experimentation_Tax_Credit,KR_Stock,KR_Small_Business_Innovation_Research,KR_Income_statement,KR_Budget,KR_Education,KR_Medicine,KR_Scholarship,KR_Collaboration,KR_Data,KR_Health,KR_Disease,KR_Job,KR_Career,KR_Laboratory,KR_Wage,KR_Tax_deduction,KR_Tax_report,KR_Research_and_Development_Tax_Credit,KR_Tax_incentive,KR_Innovation_management,KR_Entrepreneurship,KR_Patent,KR_Trademark,KR_Patent_application,KR_Law,KR_Patent_office,KR_Invention,KR_Law_firm,KR_Trademark_attorney,KR_Patent_infringement,KR_Capitalization,KR_Energy,KR_Business_model,KR_Subsidy,KR_Sustainability,KR_Semiconductor,KR_Investment_management,KR_Employment,CA_Expense,CA_Business,CA_Cost,CA_Tax,CA_Investment,CA_Credit,CA_Technology,CA_Economy,CA_Innovation,CA_Income,CA_Salary,CA_Manufacturing,CA_Loan,CA_Investor,CA_Business_loan,CA_Investment_fund,CA_Investment_banking,CA_Tax_credit,CA_Research_&_Experimentation_Tax_Credit,CA_Stock,CA_Small_Business_Innovation_Research,CA_Income_statement,CA_Budget,CA_Education,CA_Medicine,CA_Scholarship,CA_Collaboration,CA_Data,CA_Health,CA_Disease,CA_Job,CA_Career,CA_Laboratory,CA_Wage,CA_Tax_deduction,CA_Tax_report,CA_Research_and_Development_Tax_Credit,CA_Tax_incentive,CA_Innovation_management,CA_Entrepreneurship,CA_Patent,CA_Trademark,CA_Patent_application,CA_Law,CA_Patent_office,CA_Invention,CA_Law_firm,CA_Trademark_attorney,CA_Patent_infringement,CA_Capitalization,CA_Energy,CA_Business_model,CA_Subsidy,CA_Sustainability,CA_Semiconductor,CA_Investment_management,CA_Employment,CH_Expense,CH_Business,CH_Cost,CH_Tax,CH_Investment,CH_Credit,CH_Technology,CH_Economy,CH_Innovation,CH_Income,CH_Salary,CH_Manufacturing,CH_Loan,CH_Investor,CH_Business_loan,CH_Investment_fund,CH_Investment_banking,CH_Tax_credit,CH_Stock,CH_Income_statement,CH_Budget,CH_Education,CH_Medicine,CH_Scholarship,CH_Collaboration,CH_Data,CH_Health,CH_Disease,CH_Job,CH_Career,CH_Laboratory,CH_Wage,CH_Tax_deduction,CH_Tax_report,CH_Innovation_management,CH_Entrepreneurship,CH_Patent,CH_Trademark,CH_Patent_application,CH_Law,CH_Patent_office,CH_Invention,CH_Law_firm,CH_Trademark_attorney,CH_Patent_infringement,CH_Capitalization,CH_Energy,CH_Business_model,CH_Subsidy,CH_Sustainability,CH_Semiconductor,CH_Investment_management,CH_Employment,GB_Expense,GB_Business,GB_Cost,GB_Tax,GB_Investment,GB_Credit,GB_Technology,GB_Economy,GB_Innovation,GB_Income,GB_Salary,GB_Manufacturing,GB_Loan,GB_Investor,GB_Business_loan,GB_Investment_fund,GB_Investment_banking,GB_Tax_credit,GB_Research_&_Experimentation_Tax_Credit,GB_Stock,GB_Small_Business_Innovation_Research,GB_Income_statement,GB_Budget,GB_Education,GB_Medicine,GB_Scholarship,GB_Collaboration,GB_Data,GB_Health,GB_Disease,GB_Job,GB_Career,GB_Laboratory,GB_Wage,GB_Tax_deduction,GB_Tax_report,GB_Research_and_Development_Tax_Credit,GB_Tax_incentive,GB_Innovation_management,GB_Entrepreneurship,GB_Patent,GB_Trademark,GB_Patent_application,GB_Patent_office,GB_Trademark_attorney,GB_Patent_infringement,GB_Capitalization,GB_Energy,GB_Business_model,GB_Subsidy,GB_Sustainability,GB_Investment_management,GB_Employment
2004-11-01,39,100,34,35,82,49,76,68,82,39,36,80,25,75,35,76,83,4,0,14,86,47,59,93,81,73,52,86,0,97,64,58,76,50,28,9,0,18,56,23,81,81,80,90,76,74,75,40,69,23,58,87,46,50,74,73,76,18,14,42,30,45,31,7,31,4,40,39,66,27,18,0,5,28,0,11,0,17,89,24,68,24,22,25,10,32,13,13,31,2,5,7,0,5,8,70,92,86,89,83,61,75,17,10,11,10,37,42,53,0,14,52,13,35,36,49,31,83,68,18,13,41,39,49,40,0,7,59,26,45,28,0,55,11,90,25,8,15,12,27,12,63,47,18,0,11,32,0,60,83,77,32,64,61,83,85,0,13,43,68,77,15,11,71,19,32,68,95,21,72,97,72,89,0,99,57,29,0,2,67,0,63,66,14,0,12,0,47,56,0,78,84,91,36,40,0,35,28,36,100,19,0,0,0,27,83,37,74,59,84,0,42,0,47,49,75,45,28,23,80,82,24,40,0,0,0,72,60,85,90,76,59,42,100,32,43,0,0,0,16,0,11,0,0,58,72,74,16,0,91,59,83,84,31,76,42,0,64,0,0,0,31,72,18,27,26,100,57,49,0,68,70,69,0,39,28,83,88,78,25,84,31,18,55,39,80,90,89,43,27,80,17,66,7,71,61,8,0,5,0,45,40,83,69,63,54,64,67,89,61,57,70,33,23,7,0,52,0,38,87,86,0,90,77,72,86,0,0,28,84,37,11,71,60,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,87,33,29,79,0,99,93,97,49,18,77,34,68,28,78,84,24,66,15,0,0,29,80,93,66,54,87,0,69,57,76,88,29,20,7,0,0,34,28,91,86,29,73,65,90,33,38,38,35,85,79,0
2004-12-01,35,73,28,35,74,47,63,54,72,35,32,68,21,65,38,75,76,5,26,13,65,35,48,68,68,62,45,71,0,72,55,45,65,45,35,12,0,12,39,16,74,72,56,75,69,52,70,50,65,21,53,54,35,38,55,65,63,14,18,42,34,48,33,7,33,4,47,44,71,25,19,0,5,30,0,10,5,15,96,23,59,19,21,27,10,32,11,10,29,2,2,5,0,11,8,70,90,52,96,89,86,88,14,13,11,10,36,49,47,0,18,56,12,35,34,52,32,75,67,17,13,39,35,48,58,0,5,58,16,56,14,0,74,11,77,20,7,17,11,24,10,52,45,21,0,9,0,27,39,88,74,35,59,68,50,77,0,22,24,67,73,15,14,68,39,31,53,82,18,68,75,59,67,0,72,50,24,0,2,67,0,46,27,23,0,11,0,41,51,0,56,83,81,33,38,0,28,26,31,90,31,100,0,0,17,68,31,38,50,73,0,47,0,0,39,63,31,19,17,58,44,20,35,0,0,0,70,43,92,74,46,56,47,76,31,65,0,0,27,0,0,17,0,38,64,83,90,9,50,85,56,64,59,33,95,98,0,0,0,100,0,0,77,16,24,20,0,45,34,0,0,0,53,42,13,57,72,58,55,19,73,28,18,52,40,67,67,68,39,24,71,17,64,10,67,49,11,0,5,0,24,34,57,58,60,47,58,56,72,55,46,55,27,20,7,44,0,0,21,68,80,26,69,60,60,63,0,0,14,72,55,9,55,44,54,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,69,24,25,69,0,70,70,83,40,15,67,26,54,16,65,70,18,53,13,86,0,28,60,85,58,38,79,0,56,45,57,72,26,23,13,30,20,0,25,73,56,0,69,40,0,20,31,82,40,80,60,0
2005-01-01,40,91,33,62,92,55,79,49,80,54,36,79,27,73,49,83,78,8,38,13,73,32,64,84,85,93,56,85,0,76,74,62,81,49,56,54,0,14,87,21,91,77,67,83,78,74,78,68,66,24,53,78,34,39,63,82,87,13,15,41,36,38,31,7,22,3,40,41,63,23,19,0,4,31,14,10,0,22,75,20,51,14,17,24,10,30,13,13,28,3,2,10,0,7,7,66,76,42,69,92,98,82,11,12,11,8,33,29,42,0,18,63,11,36,41,53,32,81,78,17,13,43,38,48,59,0,6,48,21,53,0,0,74,12,83,26,7,17,12,24,12,60,51,20,0,23,38,0,44,77,66,48,59,49,82,67,0,0,43,74,67,15,11,75,28,38,65,84,25,93,77,68,69,0,71,48,29,0,2,62,0,51,35,18,0,12,0,57,52,0,82,53,92,35,38,0,35,27,33,55,40,0,0,0,22,75,30,72,52,74,0,44,31,35,36,64,49,26,19,75,52,28,32,0,0,0,83,40,100,66,28,63,48,74,26,100,0,0,0,18,0,16,0,0,36,78,79,15,50,82,53,59,88,36,77,75,66,0,0,0,0,0,67,41,75,22,56,75,40,0,0,49,41,0,21,88,90,0,74,28,87,29,26,57,42,79,74,84,50,29,78,18,78,15,78,60,14,0,5,25,45,40,89,74,87,42,62,67,91,75,60,64,35,35,17,0,0,36,46,80,76,0,83,64,76,77,30,89,14,79,41,12,68,42,87,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,88,30,35,74,0,86,68,74,52,19,68,40,56,25,78,71,27,0,14,0,0,30,80,80,70,47,74,0,58,69,90,72,28,28,44,100,15,39,24,83,76,67,76,39,0,34,32,77,27,79,72,0
2005-02-01,48,91,35,82,86,52,85,60,84,76,38,82,27,80,46,85,83,9,0,14,71,46,80,87,82,86,56,85,0,89,70,62,90,49,72,78,0,15,93,21,96,85,70,89,83,91,83,46,99,26,60,77,51,44,74,85,80,10,14,39,34,32,24,6,16,5,41,37,57,24,13,2,3,24,9,10,0,20,70,18,53,13,10,20,10,29,12,13,24,2,3,20,0,8,8,54,69,58,58,77,100,77,29,8,10,6,35,17,39,0,14,65,11,39,49,60,40,80,66,19,15,41,38,57,63,0,9,59,21,49,0,0,81,11,91,29,9,18,14,26,12,68,48,24,0,58,29,0,53,95,76,76,65,100,67,80,100,100,0,78,76,18,10,81,43,38,52,87,23,80,88,71,73,0,80,53,29,0,2,69,0,54,56,48,0,11,0,53,52,0,74,64,86,34,39,0,36,26,32,47,47,0,0,0,24,82,32,74,54,69,0,49,0,0,25,66,41,15,19,75,67,25,40,0,0,0,78,39,79,66,59,76,67,83,41,32,0,0,0,0,0,14,0,80,48,72,85,6,0,79,59,71,94,45,82,63,0,0,0,0,0,48,90,0,0,24,0,0,48,0,96,0,40,0,30,63,84,0,68,28,86,28,40,60,40,78,70,78,65,30,73,18,75,15,96,60,14,100,5,0,31,70,84,75,67,45,65,70,86,71,55,71,36,40,32,0,0,0,44,66,81,61,76,47,82,77,0,0,29,77,49,13,68,50,70,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,95,32,33,79,0,87,73,90,51,20,77,41,60,30,87,73,27,0,16,0,0,33,74,91,67,52,78,0,63,71,100,84,32,25,11,0,14,36,29,82,92,32,74,0,0,39,33,42,32,86,75,0
2005-03-01,45,90,35,69,94,62,74,58,81,71,36,81,27,79,52,87,75,6,29,14,75,44,66,85,89,76,57,89,0,89,67,58,80,49,60,75,0,16,47,18,96,79,62,89,76,69,82,85,100,25,62,74,47,43,69,77,88,14,16,43,37,48,31,8,25,5,45,41,67,34,17,2,4,36,5,10,0,25,92,23,67,16,17,26,9,30,14,12,32,3,2,14,0,6,8,63,88,62,87,97,87,81,17,13,11,8,31,26,46,0,15,60,12,34,46,55,39,75,58,18,13,41,35,46,44,0,7,53,21,52,50,0,70,9,79,35,7,16,11,23,12,64,52,24,0,44,0,0,50,74,78,62,61,56,64,84,0,11,0,53,61,16,13,62,26,42,67,79,23,83,78,65,69,0,73,50,25,0,2,67,0,46,50,18,0,12,13,43,56,0,70,56,90,34,37,0,31,27,27,46,44,0,0,0,11,77,26,28,51,66,0,42,0,0,34,63,32,18,17,59,56,23,31,0,0,0,65,61,100,77,62,65,28,76,24,62,0,0,25,15,0,16,0,0,63,78,94,23,51,81,58,74,100,53,79,71,76,63,0,0,0,35,77,21,0,22,44,57,24,0,0,61,62,0,29,36,77,31,58,35,86,31,50,58,43,75,79,83,73,27,74,18,70,15,78,57,17,34,5,0,47,49,76,80,74,50,65,68,79,75,53,71,35,34,51,0,58,57,42,82,73,26,88,76,72,84,0,60,23,80,30,14,78,54,76,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,83,33,37,76,0,75,73,84,54,18,68,42,52,23,83,57,31,58,15,0,0,52,71,82,66,55,73,0,61,67,80,79,32,30,14,0,17,28,34,81,80,12,80,41,0,29,30,61,42,86,75,0
2005-04-01,47,86,39,85,87,52,80,65,80,77,37,76,28,75,44,72,71,6,32,13,66,44,67,89,85,77,57,85,0,89,69,59,83,52,51,100,0,17,74,19,93,82,61,92,72,66,77,56,82,27,61,71,52,47,63,75,84,15,16,41,34,40,30,7,25,4,43,37,65,25,16,0,3,23,7,9,0,25,84,20,54,11,15,26,7,31,11,8,27,2,2,12,0,6,8,63,85,65,76,81,84,78,11,9,10,7,29,29,40,0,14,51,10,30,34,53,38,71,58,10,11,39,33,43,44,0,9,36,21,49,18,0,59,10,80,37,6,16,10,23,11,54,49,21,0,4,23,0,44,68,67,44,54,22,76,60,25,23,0,60,73,17,8,68,35,39,52,85,24,81,84,73,68,0,83,44,26,0,2,69,0,49,35,44,0,11,0,61,61,0,69,68,79,34,40,0,34,25,37,65,35,70,0,0,28,86,28,74,53,75,0,47,0,32,44,69,53,27,20,83,72,26,38,0,0,0,79,49,94,82,84,73,50,92,22,0,0,0,100,0,0,17,0,23,47,100,98,10,54,87,60,72,87,56,100,61,0,32,0,0,0,0,78,17,0,23,0,85,47,0,0,0,80,68,0,44,71,92,57,30,80,30,42,54,41,70,79,70,65,28,74,18,62,12,60,32,16,0,5,37,33,47,81,62,71,56,57,60,82,75,52,66,35,34,46,0,0,0,32,70,84,0,84,64,69,68,0,58,16,81,40,12,59,39,87,81,0,83,31,44,88,74,79,85,68,56,28,87,41,48,0,84,42,0,7,43,0,100,86,71,41,44,41,59,68,45,49,50,16,13,0,37,100,24,0,99,64,68,100,0,0,21,64,57,12,38,54,79,60,23,87,33,41,72,0,84,79,91,58,21,78,49,51,22,82,64,40,0,15,0,0,35,75,89,60,53,78,0,67,74,76,79,35,35,16,0,10,39,36,84,82,48,73,40,0,24,30,79,37,90,67,0
2005-05-01,34,78,35,31,83,55,70,60,75,38,38,76,27,70,52,62,59,4,0,12,64,33,60,82,80,62,49,81,0,86,69,61,80,50,18,14,0,15,39,18,85,74,67,85,71,74,79,28,73,22,54,55,41,40,62,70,83,14,17,47,33,44,33,7,30,5,46,39,67,26,16,0,4,24,0,9,0,16,85,23,54,12,20,28,9,34,11,11,27,2,1,0,0,8,9,72,91,64,100,79,85,74,17,14,11,6,29,43,43,0,14,63,11,33,47,66,36,80,62,19,13,37,35,49,54,0,6,43,22,51,0,0,63,11,95,32,7,16,12,26,11,61,45,21,0,4,32,80,56,75,76,55,55,16,86,70,0,11,26,71,70,20,16,75,61,37,58,78,23,75,76,66,67,0,83,42,24,0,2,60,0,54,47,17,0,11,0,52,57,0,59,53,76,31,37,0,33,19,34,77,43,0,41,0,26,62,23,30,48,55,0,45,45,63,38,59,50,21,16,57,97,23,34,0,0,0,78,38,92,100,45,66,40,93,29,61,0,0,45,0,0,15,0,70,68,88,91,6,69,88,72,84,85,39,85,83,59,0,0,0,0,0,70,0,0,20,45,66,30,28,50,60,67,82,24,31,84,59,74,23,79,26,27,49,39,74,74,78,46,24,70,19,58,12,55,47,9,42,4,0,40,46,75,64,73,45,55,61,82,79,54,59,33,26,20,0,0,0,29,81,76,39,78,71,79,76,16,33,19,76,55,11,56,38,72,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,77,31,34,68,0,80,64,81,45,18,62,43,44,27,71,59,32,26,13,0,0,28,69,82,54,50,70,0,58,65,70,76,27,24,14,0,0,17,29,65,80,14,62,27,100,28,28,66,37,81,62,0
2005-06-01,34,86,33,35,84,60,69,35,78,34,36,74,38,72,47,68,67,3,50,12,72,33,55,74,81,56,55,88,0,75,70,54,85,49,21,12,0,7,22,18,100,77,89,81,76,33,82,95,66,23,46,67,46,35,59,73,84,14,16,46,35,44,33,7,29,4,45,40,68,25,17,0,4,29,7,13,5,20,89,23,60,13,19,27,9,31,12,12,27,2,0,0,9,12,9,64,100,59,80,81,72,80,24,16,11,9,32,42,45,0,12,58,12,35,45,60,35,79,70,19,13,41,40,49,50,0,8,48,19,47,14,0,63,10,93,24,8,16,12,29,12,54,51,21,0,4,24,19,50,84,100,43,61,47,88,69,41,24,51,78,73,19,14,87,74,42,61,82,24,65,84,69,71,0,78,47,26,0,2,69,0,59,46,33,52,12,0,48,53,0,72,68,81,34,36,0,35,23,35,41,21,0,0,0,33,79,26,61,52,66,0,48,0,25,40,66,51,26,20,77,93,24,43,0,0,0,94,62,77,95,61,49,53,94,24,58,0,0,0,0,0,19,50,0,64,88,99,19,83,85,58,98,90,42,75,57,0,0,15,0,21,24,77,0,59,22,0,66,60,15,47,31,53,36,27,29,64,42,60,21,81,27,20,53,42,66,53,76,42,26,65,23,58,13,60,68,9,0,5,0,30,35,75,69,64,44,56,59,75,71,51,54,39,22,13,0,59,0,25,64,80,21,78,62,53,75,0,28,17,69,41,9,58,39,81,81,0,79,32,35,88,88,84,74,54,37,26,95,38,41,100,75,0,100,10,59,0,90,78,71,32,40,41,57,63,44,37,35,11,0,0,35,86,40,0,87,86,49,68,0,0,40,66,0,45,38,96,32,64,20,78,30,35,70,0,80,53,72,47,19,63,45,50,29,85,62,38,63,15,0,0,27,67,81,51,46,67,0,60,77,81,79,29,19,14,0,0,12,17,70,77,32,65,100,44,25,28,42,41,65,63,0
2005-07-01,33,78,31,37,83,61,61,26,67,34,36,70,33,73,49,68,66,4,0,13,83,33,56,65,79,52,52,82,0,68,70,50,69,49,21,10,0,11,43,16,84,73,62,77,71,26,83,43,59,23,45,61,46,33,55,72,79,10,13,38,28,36,24,5,16,3,35,36,60,19,15,0,4,19,7,8,0,18,66,15,47,11,14,21,7,26,9,7,24,1,0,2,0,7,7,54,78,46,59,69,59,61,19,12,8,7,26,14,35,0,11,63,9,35,37,59,37,80,85,18,12,36,36,46,52,0,6,48,17,47,22,0,58,11,91,21,9,16,10,28,11,54,45,23,0,3,41,0,52,75,77,27,56,81,65,67,31,12,23,78,83,17,11,72,75,37,72,81,24,64,77,72,65,0,75,49,26,0,2,66,0,55,36,0,0,12,0,53,52,0,70,53,80,32,37,0,32,21,37,37,20,0,37,0,28,81,27,68,48,68,0,48,0,28,30,58,23,17,14,55,73,22,40,0,0,0,85,56,85,76,52,69,34,76,32,19,0,0,28,0,0,15,0,59,47,70,81,20,0,80,57,73,95,45,87,66,0,0,0,0,22,0,81,0,27,22,0,45,53,0,0,0,59,75,19,21,70,0,69,18,76,25,18,52,43,59,32,61,41,25,66,23,74,10,62,68,13,0,5,30,32,36,55,61,60,36,53,54,61,71,46,52,34,23,10,0,0,0,25,68,72,66,66,40,26,74,27,0,14,63,26,11,49,37,79,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66,27,32,63,0,58,39,67,43,17,57,41,47,33,79,56,34,0,14,0,0,25,54,71,42,38,60,0,49,72,71,68,28,22,16,12,10,0,16,58,73,21,55,21,38,23,23,34,26,59,63,0
2005-08-01,34,86,31,40,85,66,69,30,76,35,35,78,32,73,49,72,71,6,26,13,75,33,50,71,81,55,52,78,0,69,80,60,81,47,24,12,53,26,81,18,89,76,75,89,69,32,100,81,74,25,52,61,46,36,58,73,82,11,14,39,31,39,26,6,16,4,38,37,62,21,14,5,4,17,0,11,0,15,67,16,49,14,13,22,6,29,9,5,23,1,0,0,0,4,7,55,79,47,54,73,67,69,0,10,10,7,25,17,41,0,11,59,10,35,38,57,37,69,56,17,12,35,34,48,58,0,7,51,21,42,11,0,62,10,79,22,9,15,10,26,11,57,45,22,0,4,53,0,53,70,81,35,55,37,61,67,0,0,24,64,60,17,12,60,36,34,58,79,23,68,77,71,63,0,77,44,24,0,2,65,0,53,34,18,0,12,0,38,48,0,61,49,75,31,34,0,31,21,32,47,21,0,0,0,28,68,25,44,44,62,0,50,0,40,42,57,22,16,14,48,55,22,33,0,0,0,78,48,85,64,85,70,49,80,29,78,0,0,0,0,0,19,0,19,68,65,83,19,54,75,51,63,94,27,93,84,74,0,18,0,0,0,52,0,0,22,42,100,43,0,0,0,59,38,18,44,54,100,53,19,81,25,19,57,46,60,31,66,41,28,67,27,66,13,72,81,9,0,5,0,21,34,67,58,60,36,54,55,59,69,48,53,31,24,10,0,54,0,23,82,88,13,70,77,21,100,0,50,16,67,39,12,48,36,81,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,79,30,37,75,43,60,39,69,47,21,60,47,54,32,84,68,38,75,15,0,0,29,55,82,59,35,56,0,52,77,85,68,30,18,16,0,0,21,11,67,81,21,70,0,32,24,24,48,31,58,72,0
2005-09-01,34,84,32,32,80,61,75,57,72,35,34,69,25,69,44,64,72,5,27,13,65,44,48,79,81,58,47,83,0,76,69,61,88,50,22,9,0,23,89,19,82,72,66,88,67,59,99,70,52,27,61,69,48,45,55,72,72,13,16,40,33,38,28,7,18,4,42,39,61,21,14,0,4,27,11,10,0,21,75,19,50,20,14,24,7,29,10,9,30,1,2,0,0,13,6,60,84,54,62,67,75,72,17,15,11,12,23,15,41,0,11,60,10,32,34,56,35,71,60,14,12,37,32,43,42,0,6,42,13,48,0,0,62,9,82,25,7,15,10,24,10,57,38,20,0,4,62,0,50,67,78,29,50,29,61,67,0,9,46,59,61,16,11,60,56,36,57,75,23,69,73,63,63,0,70,40,24,0,2,68,0,56,41,9,0,12,0,37,41,0,56,50,71,29,33,0,29,22,37,45,19,0,0,0,22,67,25,42,43,57,0,46,0,29,40,67,28,30,14,54,63,25,36,0,0,0,79,54,89,81,40,46,42,94,17,57,0,0,85,0,0,14,0,26,65,76,74,24,44,79,61,67,65,38,87,68,100,0,0,0,18,0,66,0,0,20,37,58,40,0,0,30,59,58,38,0,62,0,51,23,83,25,18,51,41,72,56,76,41,26,67,20,63,14,71,83,10,0,5,0,38,35,80,71,74,47,57,62,70,68,58,70,33,19,9,0,52,0,44,63,84,32,88,64,55,80,0,42,17,73,39,14,51,36,94,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,84,28,41,73,0,71,54,69,48,19,64,42,52,30,76,64,54,25,13,0,0,26,73,81,45,31,65,0,53,81,89,78,33,25,35,16,10,0,16,66,69,10,73,0,0,26,33,45,22,57,65,0
